"procedure_key","procedure_name","requested_analysis_name","procedure_abbreviation","procedure_code","procedure_description","SSIR_42_v_5_Page_number","URL_to_SSIR_42_v_5"
192,"Ratio, to Total Clay - 8D1","Derived","none","8D1","CMS",,
193,"Ratio, to Total Clay - 8D1b","Derived","none","8D1b","CMS",,
194,"Calcium Carbonate Equivalent, HCl, 2-20mm","Calcium Carbonate Equivalent, 2-20mm","CACO3_20","4E1a1a1a2","CMS","370","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=398"
194,"Calcium Carbonate Equivalent, HCl, 2-20mm","Calcium Carbonate Equivalent, 2-20mm","CACO3_20","6E4","CMS","370","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=398"
195,"Cations, Potassium Chloride Extractable, 1 N, automatic extractor, ICP II (6G9c)","KCl Extract, Al","AL_KCL","6G9c","CMS, SSIR No. 42, version 3, page 259","749","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=777"
196,"Cations, Potassium Chloride Extractable, 1N, automatic extractor, AA II (6G9d)","KCl Extract, Al","AL_KCL","6G9d","CMS, SSIR No. 42, version 3, page 265","755","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=783"
197,"Cations, Potassium Chloride Extractable, 1 N, automatic extractor, ICP I (6G9b)","KCl Extract, Al","AL_KCL","6G9b","CMS, SSIR No. 42, version 3, page 549","852","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=880"
198,"CEC and Cations, NH4OAc, 2M KCl displacement","CEC and Cations, Routine","CECdNH4","4B1a1a","CMS, duplicate SSIR No. 42, version 4, page 173","230","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=258"
199,"Cations, Pyrophosphate Extractable IV","Na-Pyrophosphate Extract","PYRO",,"CMS",,
200,"Cations, Pyrophosphate Extractable V","Na-Pyrophosphate Extract","PYRO",,"CMS",,
201,"Cations, Dithionite-Citrate Extractable, AA VII","Dithionite-Citrate Extract","DITH",,"CMS",,
202,"Cations, Dithionite-Citrate Extractable, AA VIII","Dithionite-Citrate Extract","DITH",,"CMS",,
203,"Phosphorus, New Zealand P Retention I","New Zealand Phosphorus Retention","NZPRET","6S4","CMS","792","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=820"
163,"Total Nitrogen, Kjeldahl digestion I, ammonia distillation, automatic titrator","Nitrogen, Total","TOTN","6B1b","CMS, SSIR No. 42, 1984, page 36",,
164,"Total Nitrogen, Kjeldahl digestion II, ammonia steam distillation, automatic titrator","Nitrogen, Total","TOTN","6B3a","CMS, SSIR No. 42, 184, page 36",,
165,"Total Nitrogen, dry combustion, N2 Evolution","Nitrogen, Total","TOTN","6B4a","CMS, SSIR No. 42, version 3, page 227","716","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=744"
166,"Nitrogen, Kjeldahl Digestion III, Ammonia Steam Distillation","Nitrogen, Total","TOTN","6B5a","CMS",,
167,"Total Nitrogen","Nitrogen, Total","unknown",,"CMS",,
168,"Total Phosphorus, perchloric acid digestion","Phosphorus, Total","TotP","6S1a","CMS, SSIR No. 42, 1972, page 49","973","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=1001"
169,"Sulfur, Total, SO2 evolution, KIO3 titration","Sulfur, Total","TOTS","6R3a","CMS, SSIR No. 42, 1984, page 51","971","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=999"
170,"Sulfur, Total, SO2 evolution, infrared I","Sulfur, Total","TOTS","6R3b","CMS, SSIR No. 42, version 1, page 215","871","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=899"
171,"Sulfur, Total","Sulfur, Total","unknown","6R3c","CMS","464","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=492"
172,"Water Retention,","Water Retention, ADOD","ADOD",,"CMS, SSIR No. 42, 1984, page 24",,
173,"Water Retention,","Water Retention, ADOD","unknown",,"CMS",,
174,"Water Retention,","Water Retention, FMOD","FMOD",,"CMS",,
175,"Water Retention, 15 Bar, Pressure-Plate,","Water Retention, 15 Bar,","H2O15ba<2",,"CMS, SSIR No. 42, 1972, page 17",,
176,"Water Retention, 15 Bar, Pressure-Plate,","Water Retention, 15 Bar,","unknown",,"CMS",,
177,"Water Retention, 15 Bar, Pressure-Plate,","Water Retention, 15 Bar,","H2O15bm<2","4B2b","CMS, SSIR No. 42, 1972, page 17","165","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=193"
204,"Phosphorus, New Zealand P Retention II","New Zealand Phosphorus Retention","NZPRET","6S4b","CMS","792","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=820"
205,"Phosphorus, New Zealand P Retention III","New Zealand Phosphorus Retention","NZPRET","6S4c","CMS","792","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=820"
206,"Phosphorus, New Zealand P Retention IV","New Zealand Phosphorus Retention","NZPRET","6S4d","CMS","792","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=820"
207,"Phosphorus, New Zealand P Retention V","New Zealand Phosphorus Retention","NZPRET","6S4e","CMS","792","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=820"
208,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3","CMS, duplicate","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
208,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3a1","CMS, duplicate","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
208,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3b","CMS, duplicate","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
208,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3d","CMS, duplicate","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
208,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3e","CMS, duplicate","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
208,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3f","CMS, duplicate","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
208,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","BRAYP","CMS, duplicate","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
209,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3","CMS","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
209,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3a1","CMS","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
209,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3b","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
209,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3d","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
209,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3e","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
209,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3f","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
209,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","BRAYP","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
210,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3","CMS","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
210,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3a1","CMS","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
210,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3b","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
210,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3d","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
210,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3e","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
210,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3f","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
210,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","BRAYP","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
211,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3","CMS","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
211,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3a1","CMS","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
211,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3b","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
211,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3d","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
211,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3e","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
211,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3f","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
211,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","BRAYP","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
212,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3","CMS","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
212,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","4D3a1","CMS","327","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=355"
212,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3b","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
212,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3d","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
212,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3e","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
212,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","6S3f","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
212,"Phosphorus, Bray 1","Phosphorus, Bray 1","BRAYP","BRAYP","CMS","788","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=816"
213,"pH, 1N NaF, moist","pH, NaF","PHNAF","8C1i","CMS, moist",,
214,"Thermogravimetric Analysis, TGA III","Clay Mineralogy, TGA","TGA51","7A4c","CMS 7A4c",,
216,"Organic Carbon, acid dichromate digestion, FeSO4 titration, automatic titrator, moist","Organic Carbon","WBC2","6A1d","CMS",,
217,"Total Sulfur, SO2 evolution, infrared II","Sulfur, Total","TOTS","6R3c","SSIR No. 42, version 3, page 317","785","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=813"
218,"Water Retention, 2 Bar, Pressure-Plate, clod","Water Retention, 2 Bar, clod","H2O2bclod",,"CMS",,
219,"Differential Scanning Calorimetry, Thermal Analyzer II","Clay Mineralogy, DSC","DSC910S","7A6b","CMS",,
220,"Thermogravimetric Analysis","Clay Mineralogy, TGA","TGA51","7A2a","CMS 7A4b","887","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=915"
220,"Thermogravimetric Analysis","Clay Mineralogy, TGA","TGA51","7A2a","CMS 7A4b","887","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=915"
220,"Thermogravimetric Analysis","Clay Mineralogy, TGA","TGA51","7A4b","CMS 7A4b",,
221,"CEC and Cations, NH4OAc, pH 7.0, AA I","Extractable Cations","ExCat1",,"CMS",,
222,"CEC and Cations, NH4OAc, pH 7.0, AA II","Extractable Cations","ExCat2",,"CMS",,
223,"CEC and Cations, NH4OAc, pH 7.0, AA III","Extractable Cations","ExCat3",,"CMS",,
224,"CEC and Cations, NH4OAc, pH 7.0, AA IV","Extractable Cations","ExCat4",,"CMS",,
225,"CEC and Cations, NH4OAc, pH 7.0, AA V","Extractable Cations","ExCat5",,"CMS",,
226,"CEC and Cations, NH4OAc, pH 7.0, AA VI","Extractable Cations","ExCat6",,"CMS",,
227,"Carbonate, Saturated Paste and Soluble Salts, titration","Soluble Anions, CO3","SatAn1","6I1b","CMS",,
228,"Chloride, Saturation Extraction, Anion Chromatograph","Soluble Anions","SatAn2","6K1c","CMS","864","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=892"
229,"Chloride, Saturation Extraction, Anion Chromatograph, Ionic Suppressor","Soluble Anions","SatAn3","6K1d","CMS","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
230,"Chloride, Saturation Extraction, Flow Injection, Automated Ion Analyzer","Soluble Anions","SatAn4","6K1e","CMS","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
231,"Chloride, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor","Soluble Anions","SatAn5","6K1f","CMS","760","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=788"
232,"Saturated Paste and Soluble Salts, EC","Saturated Paste and Soluble Salts","SATPEC1",,"CMS",,
287,"Extractable Acidity, BaCl2-Triethanolamine II, Back-Titration with HCl","Extractable Acidity, BaCl2-TEA","EXTRACID","6H2a","CMS, SSIR No. 1, 1972, page 38","944","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=972"
288,"Extractable Acidity, KCl-Triethanolamine II, Back-Titration with NaOH","Extractable Acidity, BaCl2-TEA","EXTRACID","6H3a","CMS, SSIR No. 1, 1972, page 38","945","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=973"
289,"Total Analysis, Na2CO3 Fusion","Total Elemental Analysis","TOTANAL","7C1","SSIR No. 42, version 3, page 667","987","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=1015"
290,"Mineral Content","Mineral Content","MINIGNITE","8F","SSIR No. 42, version 3, page 431","495","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=523"
291,"pH, 1:1 1N KCl, moist","pH, KCl","PHKCL","8C1k","CMS, SSIR No. 42, version 3, page 419, moist","992","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=1020"
292,"pH, Routine, 1:1 Water and 1:2 0.01M CaCl2, moist","pH, Routine","PHROUT","8C1j","SSIR No. 42, version 3, page 415, moist","992","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=1020"
293,"CEC, NH4OAc, pH 7.0, Buchner funnel, Displacement Distillation","CEC and Cations, NH4OAc, pH 7.0","CECNH4b2","5A1b","CMS, SSIR No. 42, 1972, page 22","904","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=932"
294,"CEC, NH4OAc, pH 7.0, automatic extractor, steam distillation II","CEC and Cations, NH4OAc, pH 7.0","CECNH4aes2","5A8c","CMS, SSIR No. 42, 1984, page 30","700","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=728"
295,"CEC, NH4OAc, pH 7.0, automatic extractor, steam distillation I, moist","CEC and Cations, NH4OAc, pH 7.0","CECNH4aesm1","5A8e","CMS, SSIR No. 42, 1984, page 30",,
296,"Calcium, NH4OAc Extraction","Extractable Cations, Ca","CaExCat1","6N2","CMS, SSIR No. 1, 1972, page 42",,
297,"Calcium, NH4OAc Extraction, EDTA-Alcohol Separation","Extractable Cations, Ca","CaExCat2","6N2a","CMS, SSIR No. 1, 1972, page 42",,
298,"Calcium, NH4OAc Extraction, Oxalate-Permanganate I","Extractable Cations, Ca","CaExCat3","6N2b","CMS, SSIR No. 1, 1972, page 42",,
299,"Calcium, NH4OAc Extraction, Oxalate-Permanganate II","Extractable Cations, Ca","CaExCat4","6N2c","CMS, SSIR No. 1, 1972, page 43",,
300,"Calcium, NH4OAc Extraction, Oxalate-Cerate","Extractable Cations, Ca","CaExCat5","6N2d","CMS, SSIR No. 1, 1972, page 43",,
301,"Calcium, NH4OAc Extraction, Atomic Absorption I","Extractable Cations, Ca","CaExCat6","6N2e","CMS, SSIR No. 42, version 3, page 309","776","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=804"
302,"Calcium, NH4OAc Extraction, Atomic Absorption II","Extractable Cations, Ca","CaExCat7","6N2f","CMS, SSIR No. 42, version 3, page 313","780","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=808"
303,"Calcium, NH4OAc Extraction, Atomic Absorption I, moist","Extractable Cations, Ca","CaExCat8","6N2g","CMS, SSIR No. 42, version 3, page 309, moist","776","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=804"
304,"Calcium, NH4OAc Extraction, Atomic Absorption II, moist","Extractable Cations, Ca","CaExCat9","6N2h","CMS, SSIR No. 42, version 3, page 313, moist","780","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=808"
305,"Calcium, NH4OAc Extraction, ICP I","Extractable Cations, Ca","CaExCat10","6N2i","CMS, SSIR No. 42, version 3, page 313, ICP",,
306,"Calcium, NH4OAc Extraction, ICP I, moist","Extractable Cations, Ca","CaExCat11","6N2j","CMS, SSIR No. 42, version 3, page 313, ICP, moist",,
307,"Calcium, Saturation Extraction, EDTA Titration","Soluble Salts, Ca","CA_SAT1","6N1a","CMS, SSIR No. 1, 1972, page 41","953","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=981"
307,"Calcium, Saturation Extraction, EDTA Titration","Soluble Salts, Ca","CA_SAT1","6N1a","CMS, SSIR No. 1, 1972, page 41",,
308,"Calcium, Saturation Extraction, Atomic Absorption I","Soluble Salts, Ca","CA_SAT2","6N1b","CMS, SSIR No. 42, version 3, page 301","767","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=795"
309,"Calcium, Saturation Extraction, Atomic Absorption II","Soluble Salts, Ca","CA_SAT3","6N1c","CMS, SSIR No. 42, version 3, page 305","771","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=799"
310,"Calcium, Saturation Extraction, Atomic Absorption III","Soluble Salts, Ca","CA_SAT4","6N1d","CMS, SSIR No. 42, version 3, page 305, PE 300AA","771","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=799"
311,"Calcium, NH4Cl-EtOH Extraction, EDTA Titration","Cations, Neutral Salts, Ca","CA_NH4CL1","6N3a","CMS, SSIR No. 1, 1972, page 44","959","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=987"
312,"Calcium, KCl-TEA Extraction, Oxalate-Permanganate","KCl Extract, Ca","CA_KCL1","6N4a","CMS, SSIR No. 1, 1972, page 44",,
313,"Calcium, KCl-TEA Extraction, EDTA Titration","KCl Extract, Ca","CA_KCL2","6N4b","CMS, SSIR No. 1, 1972, page 44",,
314,"Calcium, KCl-TEA Extraction, Atomic Absorption","KCl Extract, Ca","CA_KCL3","6N4c","CMS, SSIR No. 1, 1972, page 45",,
315,"Magnesium, Saturation Extraction, EDTA Titration","Soluble Salts, Mg","MG_SAT1","6O1a","CMS, SSIR No. 1, 1972, page 45",,
316,"Magnesium, Saturation Extraction, Atomic Absorption I","Soluble Salts, Mg","MG_SAT2","6O1b","CMS, SSIR No. 1, 1972, page 45","767","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=795"
316,"Magnesium, Saturation Extraction, Atomic Absorption I","Soluble Salts, Mg","MG_SAT2","6O1b","CMS, SSIR No. 1, 1972, page 45",,
317,"Magnesium, Saturation Extraction, Atomic Absorption II","Soluble Salts, Mg","MG_SAT3","6O1c","CMS, SSIR No. 42, version 3, page 305","771","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=799"
318,"Magnesium, Saturation Extraction, Atomic Absorption III","Soluble Salts, Mg","MG_SAT4","6O1d","CMS, SSIR No. 42, version 3, page 305, PE 300AA","771","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=799"
319,"Magnesium, NH4OAc Extraction","Extractable Cations, Mg","MgExCat1","6O2","CMS, SSIR No. 1, 1972, page 45",,
320,"Magnesium, NH4OAc Extraction, EDTA-Alcohol Separation","Extractable Cations, Mg","MgExCat2","6O2a","CMS, SSIR No. 1, 1972, page 45",,
321,"Magnesium, NH4OAc Extraction, Phosphate Titration","Extractable Cations, Mg","MgExCat3","6O2b","CMS, SSIR No. 1, 1972, page 46",,
322,"Magnesium, NH4OAc Extraction, Gravimetric","Extractable Cations, Mg","MgExCat4","6O2c","CMS, SSIR No. 1, 1972, page 46",,
323,"Magnesium, NH4OAc Extraction, Atomic Absorption I","Extractable Cations, Mg","MgExCat6","6O2d","CMS, SSIR No. 42, version 3, page 309","776","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=804"
324,"Magnesium, NH4OAc Extraction, Atomic Absorption II","Extractable Cations, Mg","MgExCat7","6O2e","CMS, SSIR No. 42, version 3, page 313","780","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=808"
325,"Magnesium, NH4OAc Extraction, Atomic Absorption II, moist","Extractable Cations, Mg","MgExCat8","6O2f","CMS, SSIR No. 42, version 3, page 309, moist","776","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=804"
326,"Magnesium, NH4OAc Extraction, Atomic Absorption I, moist","Extractable Cations, Mg","MgExCat9","6O2g","CMS, SSIR No. 42, version 3, page 313, moist","780","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=808"
327,"Magnesium, NH4OAc Extraction, ICP I","Extractable Cations, Mg","MgExCat10","6O2h","CMS, SSIR No. 42, version 3, page 313, ICP",,
328,"Magnesium, NH4OAc Extraction, ICP I, moist","Extractable Cations, Mg","MgExCat11","6O2i","CMS, SSIR No. 42, version 3, page 313, ICP, moist",,
329,"Magnesium, NH4Cl-EtOH Extraction, EDTA Titration","Cations, Neutral Salts, Mg","MG_NH4CL1","6O3a","CMS, SSIR No. 1, 1972, page 47","965","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=993"
330,"Magnesium, KCl-TEA Extraction, Phosphate Titration","KCl Extract, Mg","MGCA_KCL1","6O4a","CMS, SSIR No. 1, 1972, page 47",,
331,"Magnesium, KCl-TEA Extraction, EDTA Titration","KCl Extract, Mg","MG_KCL2","6O4b","CMS, SSIR No. 1, 1972, page 47",,
332,"Magnesium, KCl-TEA Extraction, Atomic Absorption","KCl Extract, Mg","MG_KCL3","6O4c","CMS, SSIR No. 1, 1972, page 47",,
333,"Sodium, Saturation Extraction, Flame Photometry","Soluble Salts, Na","NA_SAT1","6P1a","CMS, SSIR No. 1, 1972, page 47",,
334,"Sodium, Saturation Extraction, Atomic Absorption I","Soluble Salts, Na","NA_SAT2","6P1b","CMS, SSIR No. 1, 1972, page 47","767","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=795"
334,"Sodium, Saturation Extraction, Atomic Absorption I","Soluble Salts, Na","NA_SAT2","6P1b","CMS, SSIR No. 1, 1972, page 47",,
335,"Sodium, Saturation Extraction, Atomic Absorption II","Soluble Salts, Na","NA_SAT3","6P1c","CMS, SSIR No. 42, version 3, page 305","771","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=799"
336,"Sodium, Saturation Extraction, Atomic Absorption III","Soluble Salts, Na","NA_SAT4","6P1d","CMS, SSIR No. 42, version 3, page 305, PE 300AA","771","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=799"
337,"Sodium, NH4OAc Extraction","Extractable Cations, Na","NaExCat4","6P2","CMS, SSIR No. 1, 1972, page 47",,
338,"Sodium, NHOAc Extraction, Flame Photometry","Extractable Cations, Na","NaExCat5","6P2a","CMS, SSIR No. 1, 1972, page 47",,
339,"Sodium, NH4OAc Extraction, Atomic Absorption I","Extractable Cations, Na","NaExCat6","6P2b","CMS, SSIR No. 1, 1972, page 48",,
340,"Sodium, NH4OAc Extraction, Atomic Absorption II","Extractable Cations, Na","NaExCat7","6P2c","CMS, SSIR No. 42, version 3, page 313","780","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=808"
341,"Sodium, NH4OAc Extraction, Atomic Absorption II, moist","Extractable Cations, Na","NaExCat8","6P2d","CMS, SSIR No. 42, version 3, page 309, moist","776","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=804"
342,"Sodium, NH4OAc Extraction, Atomic Absorption I, moist","Extractable Cations, Na","NaExCat9","6P2e","CMS, SSIR No. 42, version 3, page 313, moist","780","http://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf#page=808"
343,"Sodium, NH4OAc Extraction, ICP I","Extractable Cations, Na","NaExCat10","6P2f","CMS, SSIR No. 42, version 3, page 313, ICP",,
