"data_tier_desc","column_index","column_name","analyte_name","analyte_abbrev","analyte_code","analyte_type","analyte_data_type","analyte_format","uom_abbrev","analyte_desc","calc_size_frac"
"Carbon and Extractions",12,"al_fe_ox","Aluminum plus half Iron Oxalate, M Prep, Inst Set 3","al_fe_ox3","Alfeox_d-3_M","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Taxonomy Tier 2",8,"al_fe_ox","Aluminum plus half Iron Oxalate, M Prep, Inst Set 3","al_fe_ox3","Alfeox_d-3_M","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Andic Soil Properties Tier 2",10,"al_fe_ox","Aluminum plus half Iron Oxalate, M Prep, Inst Set 3","al_fe_ox3","Alfeox_d-3_M","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Carbon and Extractions",12,"al_fe_ox","Aluminum plus half Iron Oxalate, S Prep, Inst Set 3","al_fe_ox3","Alfeox_d-3_S","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Taxonomy Tier 2",8,"al_fe_ox","Aluminum plus half Iron Oxalate, S Prep, Inst Set 3","al_fe_ox3","Alfeox_d-3_S","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Andic Soil Properties Tier 2",10,"al_fe_ox","Aluminum plus half Iron Oxalate, S Prep, Inst Set 3","al_fe_ox3","Alfeox_d-3_S","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Taxonomy Tier 2",16,"ecec_cly_cec","Ratio, Effective CEC to Clay, <2mm, CMS conversion","ecec_cly_cec0","ececcl_d-0_HM","derived_analyte","F","4.2","(NA)","The ECEC / total clay ratio is calculated by ECEC_CEC/CLAY_TOT. It is reported on a <2 mm base.","<2 mm"
"Taxonomy Tier 2",16,"ecec_cly_cec","Ratio, Effective CEC to Clay, <2mm, CMS conversion","ecec_cly_cec0","ececcl_d-0_GP","derived_analyte","F","4.2","(NA)","The ECEC / total clay ratio is calculated by ECEC_CEC/CLAY_TOT. It is reported on a <2 mm base.","<2 mm"
"Taxonomy Tier 2",16,"ecec_cly_cec","Ratio, Effective CEC to Clay, <2mm, CMS conversion","ecec_cly_cec0","ececcl_d-0_N","derived_analyte","F","4.2","(NA)","The ECEC / total clay ratio is calculated by ECEC_CEC/CLAY_TOT. It is reported on a <2 mm base.","<2 mm"
"Taxonomy Tier 2",16,"ecec_cly_cec","Ratio, Effective CEC to Clay, <2mm, CMS conversion","ecec_cly_cec0","ececcl_d-0_S","derived_analyte","F","4.2","(NA)","The ECEC / total clay ratio is calculated by ECEC_CEC/CLAY_TOT. It is reported on a <2 mm base.","<2 mm"
"Mineralogy glass and petro",186,"RMScSi_d-1_S","Resistant Minerals, Total, S+csi","resist_min_tot_scsi","RMScSi_d-1_S","derived_analyte","I","3","%","Total resistant minerals is sum of the percentages of minerals resistant to erosion.",
"Mineralogy glass and petro",185,"RMlt2_d-1_S","Resistant Minerals, Total, lt2","resist_min_tot_lt2","RMlt2_d-1_S","derived_analyte","I","3","%","Total resistant minerals is sum of the percentages of minerals resistant to erosion.",
"Mineralogy glass and petro",184,"RMms_d-1_S","Resistant Minerals, Total, ms","resist_min_tot_ms","RMms_d-1_S","derived_analyte","I","3","%","Total resistant minerals is sum of the percentages of minerals resistant to erosion.",
"Carbon and Extractions",8,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_HM","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.",
"Organic",9,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_HM","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.","<2 mm"
"Supplementary Tier 3",17,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_HM","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.","<2 mm"
"Carbon and Extractions",8,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_M","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.",
"Organic",9,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_M","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.","<2 mm"
"Supplementary Tier 3",17,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_M","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.","<2  mm"
"Carbon and Extractions",8,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_GP","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.",
"Organic",9,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_GP","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.","<2 mm"
"Supplementary Tier 3",17,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_GP","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.","<2 mm"
"Carbon and Extractions",8,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_N","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.",
"Organic",9,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_N","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.","<2 mm"
"Supplementary Tier 3",17,"c_n_ra","Ratio, Carbon to Nitrogen","c_n_ra","CNrat_d-1_N","derived_analyte","F","3","(NA)","The carbon to nitrogen ratio is calculated by C_ORG/N_TOT. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.","<2 mm"
"Carbon and Extractions",12,"al_fe_ox","Aluminum plus half Iron Oxalate, GP Prep","al_fe_ox0","Alfeox_d-0_GP","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Supplementary Tier 4",18,"tex_psda","Texture, USDA, GP prep","tex_psda","Textur_d-4_GP","derived_analyte","C","4","(NA)","The laboratory determined texture of the <2 mm fraction is calculated from particle size separate data. GP prep.","<2 mm"
"Water Dispersible PSDA",10,"w_slt_c","Silt, Coarse,  H2O Dispersible, GP Prep","w_slt_c","cSiH2O_d-4_GP","derived_analyte","F","4.1","% wt","H2O dispersible coarse silt, <2mm (by pipette) is the gravimetric percent of 0.02 to 0.05 mm diameter particles separated without chemical dispersion, or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"Water Dispersible PSDA",5,"w_silt_tot","Silt, Total, H2O Dispersible, GP Prep","w_slt_tot","SiH2O_d-4_GP","derived_analyte","F","4.1","% wt","H2O dispersible silt, <2mm (by pipette) is the gravimetric percent 0.002 to 0.05 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"Water Dispersible PSDA",6,"w_snd_tot","Sand, Total, H2O Dispersible, GP Prep","w_snd_tot","SndH2O_d-4_GP","derived_analyte","F","4.1","% wt","H2O dispersible sand, <2mm (by pipette) is the gravimetric percent 0.05 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"Water Dispersible PSDA",10,"w_slt_c","Silt, Coarse,  H2O Dispersible, HM Prep","w_slt_c","cSiH2O_d-3_HM","derived_analyte","F","4.1","% wt","H2O dispersible coarse silt, <2mm (by pipette) is the gravimetric percent of 0.02 to 0.05 mm diameter particles separated without chemical dispersion, or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"Water Dispersible PSDA",5,"w_silt_tot","Silt, Total, H2O Dispersible, HM Prep","w_slt_tot","SiH2O_d-3_HM","derived_analyte","F","4.1","% wt","H2O dispersible silt, <2mm (by pipette) is the gravimetric percent 0.002 to 0.05 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"Water Dispersible PSDA",6,"w_snd_tot","Sand, Total, H2O Dispersible, HM Prep","w_snd_tot","SndH2O_d-3_HM","derived_analyte","F","4.1","% wt","H2O dispersible sand, <2mm (by pipette) is the gravimetric percent 0.05 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"Water Dispersible PSDA",10,"w_slt_c","Silt, Coarse,  H2O Dispersible, N Prep","w_slt_c","cSiH2O_d-2_N","derived_analyte","F","4.1","% wt","H2O dispersible coarse silt, <2mm (by pipette) is the gravimetric percent of 0.02 to 0.05 mm diameter particles separated without chemical dispersion, or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"Water Dispersible PSDA",5,"w_silt_tot","Silt, Total, H2O Dispersible, N Prep","w_slt_tot","SiH2O_d-2_N","derived_analyte","F","4.1","% wt","H2O dispersible silt, <2mm (by pipette) is the gravimetric percent 0.002 to 0.05 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"Water Dispersible PSDA",6,"w_snd_tot","Sand, Total, H2O Dispersible, N Prep","w_snd_tot","SndH2O_d-2_N","derived_analyte","F","4.1","% wt","H2O dispersible sand, <2mm (by pipette) is the gravimetric percent 0.05 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"PSDA and Rock Fragments",10,"coarse_silt","Silt, Coarse, GP prep","silt_c_psa","cSilt_d-4_GP","derived_analyte","F","4.1","% wt","Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base. GP prep.","<2 mm"
"PSDA and Rock Fragments",6,"total_sand","Sand, Total, GP prep","sand_tot_psa","Sand_d-4_GP","derived_analyte","F","4.1","% wt","Total sand is the soil separate with 0.05 to 2.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base. G prep.","<2 mm"
"Supplementary Tier 4",19,"sand_tot_psa","Sand, Total, GP prep","sand_tot_psa","Sand_d-4_GP","derived_analyte","F","4.1","% wt","Total sand is the soil separate with 0.05 to 2.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base. G prep.","<2 mm"
"PSDA and Rock Fragments",5,"total_silt","Silt, Total, GP prep","silt_tot_psa","Silt_d-4_GP","derived_analyte","F","4.1","% wt","Total silt is the soil separate with 0.002 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base. GP prep.","<2 mm"
"Supplementary Tier 4",20,"silt_tot_psa","Silt, Total, GP prep","silt_tot_psa","Silt_d-4_GP","derived_analyte","F","4.1","% wt","Total silt is the soil separate with 0.002 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base. GP prep.","<2 mm"
"PSDA and Rock Fragments",10,"coarse_silt","Silt, Coarse, S_SK prep","silt_c_psa","cSilt_d-4_SK","derived_analyte","F","4.1","% wt","Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.","<2 mm"
"PSDA and Rock Fragments",6,"total_sand","Sand, Total, S_SK prep","sand_tot_psa","Sand_d-4_SK","derived_analyte","F","4.1","% wt","Total sand is the soil separate with 0.05 to 2.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base.","<2 mm"
"Supplementary Tier 4",19,"sand_tot_psa","Sand, Total, S_SK prep","sand_tot_psa","Sand_d-4_SK","derived_analyte","F","4.1","% wt","Total sand is the soil separate with 0.05 to 2.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base.","<2 mm"
"PSDA and Rock Fragments",5,"total_silt","Silt, Total, S_SK prep","silt_tot_psa","Silt_d-4_SK","derived_analyte","F","4.1","% wt","Total silt is the soil separate with 0.002 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.","<2 mm"
"Supplementary Tier 4",20,"silt_tot_psa","Silt, Total, S_SK prep","silt_tot_psa","Silt_d-4_SK","derived_analyte","F","4.1","% wt","Total silt is the soil separate with 0.002 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base.","<2 mm"
"Bulk Density and Moisture",13,"wrd_ws13","Water Retention Difference, 1/3 to 15 Bar, Whole Soil","wrd_ws13","wrdws3_d-1_M","derived_analyte","F","4.2","cm3/cm3","WRD-whole soil 1/3 bar to 15 bar is the volume of water released when the soil is dried from 1/3 bar to 15 bars water tension. It is reported as centimeters of water per centimeter depth of soil, but the value is constant for other units.","whole soil"
"Supplementary Tier 3",27,"wrd_ws13","Water Retention Difference, 1/3 to 15 Bar, Whole Soil","wrd_ws13","wrdws3_d-1_M","derived_analyte","F","4.2","cm3/cm3","WRD-whole soil 1/3 bar to 15 bar is the volume of water released when the soil is dried from 1/3 bar to 15 bars water tension. It is reported as centimeters of water per centimeter depth of soil, but the value is constant for other units.","whole soil"
"Bulk Density and Moisture",16,"w15cly","Ratio, 15 Bar Water to Clay, <2mm, M prep","w15cly","w15cly_d-1_M","derived_analyte","F","4.2","(NA)","The ratio of 15 bar H2O percent / clay percent is calculated by (W15AD or W15FM)/CLAY_TOT, reported as grams per gram, on a <2 mm base. It provides inferences about clay mineralogy and the effectiveness of dispersion in the particle size analysis.","<2 mm"
"Supplementary Tier 3",21,"w15cly","Ratio, 15 Bar Water to Clay, <2mm, M prep","w15cly","w15cly_d-1_M","derived_analyte","F","4.2","(NA)","The ratio of 15 bar H2O percent / clay percent is calculated by (W15AD or W15FM)/CLAY_TOT, reported as grams per gram, on a <2 mm base. It provides inferences about clay mineralogy and the effectiveness of dispersion in the particle size analysis.","<2 mm"
"Taxonomy Tier 1",7,"w15cly","Ratio, 15 Bar Water to Clay, <2mm, M prep","w15cly","w15cly_d-1_M","derived_analyte","F","4.2","(NA)","The ratio of 15 bar H2O percent / clay percent is calculated by (W15AD or W15FM)/CLAY_TOT, reported as grams per gram, on a <2 mm base. It provides inferences about clay mineralogy and the effectiveness of dispersion in the particle size analysis.","<2 mm"
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CMS derived value default, moist prep","ECEC","ECEC_d-0_M","derived_analyte","F","4.1","cmol(+)/kg","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base. CMS derived value default",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CMS derived value default, moist prep","ECEC","ECEC_d-0_M","derived_analyte","F","4.1","cmol(+)/kg","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base. CMS derived value default","<2 mm"
"Bulk Density and Moisture",15,"cec7_cly","Ratio, CEC NH4OAc/Clay, <2mm, CMS derived value default, moist prep","CEC7_CLY","cec7cl_d-0_M","derived_analyte","F","5.2","(NA)","This ratio is calculated by CEC_NH4/Clay. It provides an index to clay activity, and allows inferences about clay mineralogy, the contribution of clay to the exchange capacity, and solution chemistry to be made.",
"Supplementary Tier 3",20,"cec7_cly","Ratio, CEC NH4OAc/Clay, <2mm, CMS derived value default, moist prep","CEC7_CLY","cec7cl_d-0_M","derived_analyte","F","5.2","(NA)","This ratio is calculated by CEC_NH4/Clay. It provides an index to clay activity, and allows inferences about clay mineralogy, the contribution of clay to the exchange capacity, and solution chemistry to be made.","<2 mm"
"Taxonomy Tier 2",15,"cec7_cly_cec","Ratio, CEC NH4OAc/Clay, <2mm, CMS derived value default, moist prep","CEC7_CLY","cec7cl_d-0_M","derived_analyte","F","5.2","(NA)","This ratio is calculated by CEC_NH4/Clay. It provides an index to clay activity, and allows inferences about clay mineralogy, the contribution of clay to the exchange capacity, and solution chemistry to be made.",
"CEC and Bases",12,"cec_sum","Cation Exchange Capacity, Sum of Cations, CMS default, moist prep","CEC_SUM","CECsum_d-0_M","derived_analyte","F","4.1","cmol(+)/kg","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base. CMS derived value default",
"CEC and Bases",17,"bsesat","Base Saturation, NH4OAc, pH 7.0, CMS derived value default, moist prep","BSESAT","BSSBas_d-0_M","derived_analyte","I","3","%","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.. CMS derived value default",
"Taxonomy Tier 2",11,"bsesat_cec","Base Saturation, NH4OAc, pH 7.0, CMS derived value default, moist prep","BSESAT","BSSBas_d-0_M","derived_analyte","I","3","%","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.. CMS derived value default",
"CEC and Bases",16,"bsecat","Base Saturation, Sum of Cations, pH 8.2, CMS default, moist prep","BSECAT","BSSCat_d-0_M","derived_analyte","F","3","%","Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100. CMS derived value default",
"Taxonomy Tier 2",12,"bsecat_cec","Base Saturation, Sum of Cations, pH 8.2, CMS default, moist prep","BSECAT","BSSCat_d-0_M","derived_analyte","F","3","%","Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100. CMS derived value default",
"CEC and Bases",15,"al_sat","Aluminum Saturation, CMS derived value default, moist prep","AL_SAT","AlSat_d-0_M","derived_analyte","F","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity. CMS derived value default",
"Miscellaneous Data",9,"cecbacl","CEC, BaCl2, pH 8.2","cec_bacl","CECbacl","aggregate analyte","F","4.1","cmol(+)/kg","CMS analyte. CEC by BaCl2 is the cation exchange capacity of the sample, determined by 0.5N BaCL2 in a system highly buffered at pH 8.2. It is reported as meq per 100 grams sample, on a <2 mm base.",
"Miscellaneous Data",16,"w2bl2fm","Water Retention, 2 Bar, <2mm Sieve, Field-moist","w2bl2fm","W2BL2fm","aggregate analyte","F","5.1","% wt","2 bar water, <2mm sieved, field moist is the gravimetric percent water in <2 mm airdry sieved samples after equilibration at 2 bars water tension. It is reported on a <2 mm base.",
"Miscellaneous Data",15,"w1bl2fm","Water Retention, 1 Bar, <2mm Sieve, Field-moist","w1bl2fm","W1BL2fm","aggregate analyte","F","5.1","% wt","1 bar water, <2mm sieved, field moist is the gravimetric water content of <2 mm sieved air dry samples after equilibration at 1 bar water tension. It is reported on a <2 mm base.",
"Miscellaneous Data",14,"sdmcvc","Sand, Medium + Coarse + Very Coarse, NaOAc","sand_mcvcc_NaOAc","Sdmcvc_NaOAc","aggregate analyte","F","4.1","% wt","CMS analyte. Medium + coarse + ver coarse sand is the soil separate with 0.25 to 2 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base. Treated with NaOAc to remove carbonates",
"PSDA and Rock Fragments",7,"fine_clay","Clay, Fine, NaOH, Pipet","clay_f_NaOH","ClyF_NaOH","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction. Carbonates removed with NaOAc",
"Taxonomy Tier 1",5,"clay_f","Clay, Fine, NaOH, Pipet","clay_f_NaOH","ClyF_NaOH","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction. Carbonates removed with NaOAc",
"Andic Soil Properties Tier 1",5,"clay_f","Clay, Fine, NaOH, Pipet","clay_f_NaOH","ClyF_NaOH","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction. Carbonates removed with NaOAc",
"PSDA and Rock Fragments",7,"fine_clay","Clay, Fine, NaOAc, Pipet","clay_f_NaOAc","ClyF_NaOAc","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction. Carbonates removed with NaOAc",
"Taxonomy Tier 1",5,"clay_f","Clay, Fine, NaOAc, Pipet","clay_f_NaOAc","ClyF_NaOAc","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction. Carbonates removed with NaOAc",
"Andic Soil Properties Tier 1",5,"clay_f","Clay, Fine, NaOAc, Pipet","clay_f_NaOAc","ClyF_NaOAc","aggregate analyte","F","4.1","% wt","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a weight percent of the <2mm fraction. Carbonates removed with NaOAc",
"PSDA and Rock Fragments",10,"coarse_silt","Silt, Coarse, NaOH, Pipet","silt_c_NaOH","cSiNaOH_d-1_S","derived_analyte","F","4.1","% wt","Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base. CMS derived value default","<2 mm"
"PSDA and Rock Fragments",6,"total_sand","Sand, Total, NaOH, Pipet","sand_tot_NaOH","SndNaOH_d-1_S","derived_analyte","F","4.1","% wt","Total sand is the soil separate with 0.05 to 2.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base. CMS derived value default","<2 mm"
"PSDA and Rock Fragments",5,"total_silt","Silt, Total, NaOH, Pipet","silt_tot_NaOH","SiNaOH_d-1_S","derived_analyte","F","4.1","% wt","Total silt is the soil separate with 0.002 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base. CMS derived value default","<2 mm"
"PSDA and Rock Fragments",10,"coarse_silt","Silt, Coarse, NaOAc, Pipet","silt_c_NaOAc","cSiNaOAc_d-1_S","derived_analyte","F","4.1","% wt","Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base. CMS derived value default","<2 mm"
"PSDA and Rock Fragments",6,"total_sand","Sand, Total, NaOAc, Pipet","sand_tot_NaOAc","SndNaOAc_d-1_S","derived_analyte","F","4.1","% wt","Total sand is the soil separate with 0.05 to 2.0 mm particle diameter. It is reported a gravimetric percent on a <2 mm base. CMS derived value default","<2 mm"
"Salt",19,"te_salt_si","Total Salt, Estimated, CMS derived value default","TE_SALT","EsSalt_d-0_S","derived_analyte","F","4.1","% wt","The total estimated salt content of a sample is calculated from the electrical conductivity. It is reported as gravimetric percent on a <2 mm base. CMS derived value default","<2 mm"
"Water Dispersible PSDA",10,"w_slt_c","Silt, Coarse,  H2O Dispersible, Moist","w_slt_c_moist","cSiH2O_d-1_M","derived_analyte","F","4.1","% wt","H2O dispersible coarse silt, <2mm (by pipette) is the gravimetric percent of 0.02 to 0.05 mm diameter particles of a moist sample separated without chemical dispersion, or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"Water Dispersible PSDA",6,"w_snd_tot","Sand, Total, H2O Dispersible, Moist","w_snd_tot_moist","SndH2O_d-1_M","derived_analyte","F","4.1","% wt","H2O dispersible sand, <2mm (by pipette) is the gravimetric percent 0.05 to 2.0 mm diameter particles of a moist sample separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"Water Dispersible PSDA",9,"w_slt_f","Silt, Fine, H2O Dispersible, Moist","w_slt_f_moist","SiF_WM","aggregate analyte","F","4.1","% wt","H2O dispersible fine silt, <2mm (by pipette) is the gravimetric percent 0.002 to 0.02 mm diameter particles of a moist sample separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
"Water Dispersible PSDA",11,"w_snd_vf","Sand, Very Fine, H2O Dispersible, Moist","w_snd_vf_moist","SndVFWM","aggregate analyte","F","4.1","% wt","H2O dispersible very fine sand, <2mm (by pipette) is the gravimetric percent 0.05 to 0.10 mm diameter particles of a moist sample separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
"Water Dispersible PSDA",15,"w_snd_vc","Sand, Very Coarse, H2O Dispersible, Moist","w_snd_vc_moist","SndVCWM","aggregate analyte","F","4.1","% wt","H2O dispersible very coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles of a moist sample separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
"Water Dispersible PSDA",13,"w_snd_m","Sand, Medium, H2O Dispersible, Moist","w_snd_m_moist","SndM_WM","aggregate analyte","F","4.1","% wt","H2O dispersible medium sand, <2mm (by pipette) is the gravimetric percent 0.25 to 0.50 mm diameter particles of a moist sample separated without chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base.",
"Water Dispersible PSDA",12,"w_snd_f","Sand, Fine, H2O Dispersible, Moist","w_snd_f_moist","SndF_WM","aggregate analyte","F","4.1","% wt","H2O dispersible fine sand, <2mm (by pipette) is the gravimetric percent of 0.10 to 0.25 mm diameter particles of a moist sample separated without the use of chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base.",
"Water Dispersible PSDA",14,"w_snd_c","Sand, Coarse, H2O Dispersible, Moist","w_snd_c_moist","SndC_WM","aggregate analyte","F","4.1","% wt","H2O dispersible coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles of a moist sample separated without chemical dispersants or the removal of organic matter and salts . It is reported on a <2 mm base.",
"Miscellaneous Data",5,"mg_exbase","Magnesium, KCl Extractable","mg_kcl","Mg_kcl","aggregate analyte","F","4.1","cmol(+)/kg","The KCl extractable magnesium is the fraction removed by 1.0N KCl.",
"Miscellaneous Data",4,"ca_exbase","Calcium, KCl Extractable","ca_kcl","Ca_kcl","aggregate analyte","F","4.1","cmol(+)/kg","The KCl extractable calcium is the fraction removed by 1.0N KCl.",
"PSDA and Rock Fragments",5,"total_silt","Silt, Total, NaOAc, Pipet","silt_tot_NaOAc","SiNaOAc_d-1_S","derived_analyte","F","4.1","% wt","Total silt is the soil separate with 0.002 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base. CMS derived value default","<2 mm"
"Water Dispersible PSDA",5,"w_silt_tot","Silt, Total, H2O Dispersible, Moist","w_slt_moist","SiH2O_d-1_M","derived_analyte","F","4.1","% wt","H2O dispersible silt, <2mm (by pipette) is the gravimetric percent 0.002 to 0.05 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
"Mineralogy mica adjustment",169,"FE_mica","Iron Oxides (Goethite, Magnetite, Hematite, Li), mica_adjustment","min_FE_mica_adj","FE_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",168,"CD_mica","Chert (Chalcedony, Jasper, Agate, Onyx), mica_adjustment","min_CD_mica_adj","CD_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",167,"HY_mica","Hypersthene, CMS mica_adjustment","min_HY_mica_adj","HY_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",166,"TH_mica","Thenardite, mica_adjustment","min_TH_mica_adj","TH_mica","derived_analyte","I","3","%","to be added",
