"project_key","lab_proj_name","submit_proj_name","source_name"
3168,"RP97ID153","BOISE COUNTY IDAHO","NSSL CMS"
3169,"RP97CO154","LAS ANIMAS COUNTY","NSSL CMS"
3170,"RP98NL001","ISE","NSSL CMS"
3171,"CP98WA002","OKANOGAN","NSSL CMS"
3172,"CP98WA003","DENSIC TOUR","NSSL CMS"
3173,"CP98OK004","NATRIC SOILS","NSSL CMS"
3174,"RP98MI005","BENZIE AND MANISTEE PROJECT","NSSL CMS"
3175,"CP98TX006","MLRA 132B","NSSL CMS"
3176,"RP98OK008","HARPER COUNTY GLOBAL","NSSL CMS"
3177,"CP98ID009","BOUNDARY COUNTY","NSSL CMS"
3178,"CP98VA011","CROPPING SYSTEM PROJECT","NSSL CMS"
3179,"CP98KS013","OSAGE-ZAAR","NSSL CMS"
3180,"RP98NY014","NEW YORK CITY","NSSL CMS"
3181,"RP98OR016","WINEMA AND ROGUE RIVER","NSSL CMS"
3182,"CP98OR017","BENTON COUNTY","NSSL CMS"
3183,"RP98WI018","CHIPPEWA COUNTY","NSSL CMS"
3184,"RP98UT019","ESCLANTE","NSSL CMS"
3185,"CP98IL020","WILL COUNTY","NSSL CMS"
3186,"CP98MI021","LUCE COUNTY","NSSL CMS"
3187,"CP98MI026","KALKASKA","NSSL CMS"
3188,"CP98MS027","TUNICA COUNTY MISSISSIPPI SHARKE STUDY","NSSL CMS"
3189,"RP98MI031","KALKASKA","NSSL CMS"
3190,"CP98SD033","SPINK COUNTY","NSSL CMS"
3191,"CP98IA034","MLRA 107-1997","NSSL CMS"
3192,"CP98IN036","FLOYD AND WASHINGTON COUNTIES","NSSL CMS"
3193,"CP98GA038","GEORGIA-JASPER COUNTY LLOYD","NSSL CMS"
3194,"RP98MN039","GLOBAL (78P602)","NSSL CMS"
3195,"RP98IA040","GLOBAL (92P566)","NSSL CMS"
3196,"RP98KS041","GLOBAL (92P1084)","NSSL CMS"
3197,"RP98HI044","HAWAII-DRY","NSSL CMS"
3198,"RP98HI045","HAWAII-MOIST","NSSL CMS"
3199,"RP98OR046","SYCAN MARSH","NSSL CMS"
3200,"RP98OR047","FREMONT SOIL SURVEY","NSSL CMS"
3201,"CP98WV048","TUCKER COUNTY","NSSL CMS"
3202,"RP98NL049","LAB CLASS","NSSL CMS"
3203,"CP98NL050","X-RAY INTERPRETATIONS","NSSL CMS"
3204,"CP98TX051","WILLACY COUNTY","NSSL CMS"
3205,"RP98CA052","YOSEMITE AND MARIPOSA COUNTIES","NSSL CMS"
3206,"RP98OR053","GRANT COUNTY","NSSL CMS"
3207,"RP98WI054","BURNETT COUNTY","NSSL CMS"
3208,"RP98IN055","GRANT COUNTY","NSSL CMS"
3209,"RP98TN057","MOORE COUNTY","NSSL CMS"
3210,"CP98WA058","TOKUL","NSSL CMS"
3211,"RP98MT061","FLATHEAD COUNTY","NSSL CMS"
3212,"CP98HI063","HAWAII AND MAUI","NSSL CMS"
3213,"RP98NL064","ISE","NSSL CMS"
3214,"CP98AR065","TRANSECT","NSSL CMS"
3215,"CP98VA066","BATH AND ROCKBRIDGE COUNTY","NSSL CMS"
3216,"CP98CA069","BUTTE COUNTY","NSSL CMS"
3217,"RP98WI070","MENOMINEE COUNTY","NSSL CMS"
3218,"CP98IN071","FOUNTAIN COUNTY","NSSL CMS"
3219,"CP98MN072","WASECA","NSSL CMS"
3220,"RP98OR074","KLAMATH COUNTY","NSSL CMS"
3221,"RP98MT075","FLATHEAD COUNTY","NSSL CMS"
3222,"RP98CA076","YOSEMITE NATIONAL PARK","NSSL CMS"
3223,"CP98MI077","ROSCOMMON","NSSL CMS"
3224,"RP98CO078","ROCKY MOUNTAIN NATIONAL PARK","NSSL CMS"
3225,"RP98VA080","RUSSELL COUNTY","NSSL CMS"
3226,"RP98CA081","SISKIYOU & SHASTA COUNTIES","NSSL CMS"
3227,"RP98NL085","ISE","NSSL CMS"
3228,"CP98CA086","TOUR","NSSL CMS"
3229,"RP98NV087","TOUR","NSSL CMS"
3230,"RP98IA088","WOODBURY COUNTY","NSSL CMS"
3231,"RP98IN089","FOUNTAIN AND BUSH COUNTIES","NSSL CMS"
3232,"RP98MT090","BEAVERHEAD NATIONAL FOREST","NSSL CMS"
3233,"CP98MD091","FREDERICK COUNTY","NSSL CMS"
3234,"CP98NY092","NEW YORK CITY - SWCD","NSSL CMS"
3235,"RP98MI093","ROSCOMMON COUNTY","NSSL CMS"
3236,"RP98HI094","HAWAII COUNTY","NSSL CMS"
3237,"CP98TN096","HIGHLAND RIM","NSSL CMS"
3238,"RP98NE098","S-280 MINERALOGY","NSSL CMS"
3239,"CP98FL099","LIBERTY COUNTY","NSSL CMS"
3240,"RP98LA103","GLOBAL","NSSL CMS"
3241,"RP98MA105","FRANKLIN COUNTY","NSSL CMS"
3242,"CP98CA106","TOUR","NSSL CMS"
3243,"CP98TX108","LUBBOCK","NSSL CMS"
3244,"RP98NC112","DUPLIN COUNTY","NSSL CMS"
3245,"RP98WA113","SNOHOMISH COUNTY","NSSL CMS"
3246,"CP98NL114","SOUTH DAKOTA AND WYOMING","NSSL CMS"
3247,"CP98HI115","HAWAII","NSSL CMS"
3248,"RP98NL116","ISE","NSSL CMS"
3249,"CP98NL117","MLRA 58A","NSSL CMS"
3250,"CP98TX119","BREWSTER COUNTY","NSSL CMS"
3251,"RP98NE120","SWITCHGRASS","NSSL CMS"
3252,"CP98LA122","ST LANDRY PARISH","NSSL CMS"
3253,"CP98WY123","WIND RIVERBASIN","NSSL CMS"
3254,"RP98KS124","PSDA","NSSL CMS"
3255,"CP98AK125","SOUTHEAST ALASKA","NSSL CMS"
3256,"RP98FN126","MEXICO","NSSL CMS"
3257,"RP98WY127","FOUNTAIN FLATS II","NSSL CMS"
3258,"CP98AK128","ALASKA-NORTH","NSSL CMS"
3259,"CP98LA132","1998 SOUTH LOUISIANA","NSSL CMS"
3260,"CP98WA134","OLYMPIC NATIONAL FOREST WASHINGTON","NSSL CMS"
3261,"RP98IA135","CRAWFORD AND WOODBURY","NSSL CMS"
3262,"RP98WI136","MENOMINEE COUNTY","NSSL CMS"
3263,"CP98OK137","JACKSON COUNTY","NSSL CMS"
3264,"RP98PR141","PUERTO RICO","NSSL CMS"
3265,"RP98OR142","DOUGLAS COUNTY","NSSL CMS"
3266,"CP98HI143","HAWAII AND KAUAI COUNTIES","NSSL CMS"
3267,"RP98CO144","CRP II","NSSL CMS"
3268,"CP98IN145","PULASKI COUNTY","NSSL CMS"
3269,"CP98TX146","TEXAS PLEDGER","NSSL CMS"
3270,"RP98NL148","ISE","NSSL CMS"
3271,"CP98NY149","NEW YORK CITY - TRACE METALS","NSSL CMS"
3272,"CP99CO002","TAYLOR RIVER","NSSL CMS"
3273,"CP99IN005","FOUNTAIN AND WARRAN COUNTIES","NSSL CMS"
3274,"CP99MS006","SUNFLOWER COUNTY","NSSL CMS"
3275,"CP99OK007","OKLAHOMA WET SOIL STUDY","NSSL CMS"
3276,"CP99OK008","MLRA 77E","NSSL CMS"
3277,"CP99TX009","KENEDY COUNTY","NSSL CMS"
3278,"RP99MO012","GLOBAL WARMING","NSSL CMS"
3279,"RP99TX013","GLOBAL WARMING","NSSL CMS"
3280,"RP99TX014","GLOBAL CHANGE","NSSL CMS"
3281,"CP99WA017","GIFFORD PINCHOT NATIONAL FOREST","NSSL CMS"
3282,"RP99CO018","ROCKY MOUNTAIN NATIONAL PARK","NSSL CMS"
3283,"RP99MI019","LUCE COUNTY","NSSL CMS"
3284,"RP99NL020","GLOBAL","NSSL CMS"
3285,"RP99ID021","BOISE COUNTY","NSSL CMS"
3286,"CP99NH023","NEW HAMPSHIRE-MASCOMA 1998","NSSL CMS"
3287,"CP99NC024","GRAHAM COUNTY","NSSL CMS"
3288,"CP99NE026","pH STANDARD","NSSL CMS"
3289,"CP99ID027","STANDARD","NSSL CMS"
3290,"RP99WA028","pH STUDY WASHINGTON","NSSL CMS"
3291,"RP99NY029","GAMA GRASS SITE","NSSL CMS"
3292,"CP99HI030","Z TO P DATA","NSSL CMS"
3293,"RP99NM032","GRIER SERIES CLOVIS","NSSL CMS"
3294,"CP99ID033","CLEARWATER","NSSL CMS"
3295,"RP99ID034","CLEARWATER","NSSL CMS"
3296,"RP99NL035","ISE","NSSL CMS"
3297,"CP99TX036","DUVAL COUNTY","NSSL CMS"
3298,"CP99HI038","HAWAII","NSSL CMS"
3299,"RP99NL040","BASIC SOIL SURVEY","NSSL CMS"
3300,"RP99MI042","OSCODA COUNTY","NSSL CMS"
3301,"CP99OR043","OREGON BENCHMARK","NSSL CMS"
3302,"CP99NV044","BENCHMARK","NSSL CMS"
3303,"CP99MI045","ONTONAGON COUNTY","NSSL CMS"
3304,"RP99LA046","GLOBAL CHANGE","NSSL CMS"
3305,"RP99OR047","BENTON COUNTY","NSSL CMS"
3306,"RP99NY048","CATTARAUGUS COUNTY","NSSL CMS"
3307,"RP99AZ050","K-SATUATION STUDY","NSSL CMS"
3308,"RP99AZ052","NATIONAL SOILS CONTEST","NSSL CMS"
3309,"RP99NY053","JEFFERSON COUNTY-FORT DRUM","NSSL CMS"
3310,"RP99CO054","RIDGEWAY","NSSL CMS"
3311,"CP99MI055","ROSCOMMON COUNTY","NSSL CMS"
3312,"CP99KS056","RUSSELL","NSSL CMS"
3313,"RP99OK057","HARMON COUNTY","NSSL CMS"
3314,"RP99NY058","DELAWARE COUNTY","NSSL CMS"
3315,"CP99NJ059","SUSSEX","NSSL CMS"
3316,"RP99OK063","CANADIAN COUNTY","NSSL CMS"
3317,"CP99NM064","JORNADA EXPERMENT RANGE","NSSL CMS"
3318,"CP99WI068","STATE SOIL","NSSL CMS"
3319,"RP99WI069","WISCONSIN Z TO P","NSSL CMS"
3320,"RP99CA070","VICEROY MINE SOILS","NSSL CMS"
3321,"CP99OR071","FOSSIL BED REFERENCE SAMP","NSSL CMS"
3322,"CP99VA072","FRANKLIN COUNTY","NSSL CMS"
3323,"RP99IN073","WABASH COUNTY","NSSL CMS"
3324,"CP99ND074","RICHLAND, MEKENZIE","NSSL CMS"
3325,"RP99WI077","WISCONSIN Z TO P","NSSL CMS"
3326,"RP99KS078","GLOBAL CHANGE","NSSL CMS"
3327,"RP99TN081","CANNON AND CLAY COUNTIES","NSSL CMS"
3328,"CP99MS082","AIRDRY/OVENDRY RATIO STANDARD","NSSL CMS"
3329,"CP99WI083","NORTHWEST WISCONSIN","NSSL CMS"
3330,"RP99NC084","HORNSBORO SERIES","NSSL CMS"
3331,"RP99WI085","FOREST COUNTY","NSSL CMS"
3332,"RP99WI086","DATA TO PHOSPHORUS","NSSL CMS"
3333,"RP99NL087","ISE","NSSL CMS"
3334,"CP99CA089","YOSEMITE NATIONAL PARK","NSSL CMS"
3335,"CP99AZ090","WALNUT GULCH SCAN","NSSL CMS"
3336,"RP99ID091","PSDA SAMPLES","NSSL CMS"
3337,"CP99FN092","ANTARCTICA","NSSL CMS"
3338,"CP99WA093","SPOKANE COUNTY","NSSL CMS"
3339,"RP99IA094","CRAWFORD COUNTY","NSSL CMS"
3340,"RP99MO095","GLOBAL CHANGE","NSSL CMS"
3341,"RP99FL097","SALINITY SAMPLES","NSSL CMS"
3342,"RP99NE098","NORDEN BRIDGE","NSSL CMS"
3343,"RP99CA102","SANTA MONICA NRA","NSSL CMS"
3344,"RP99ND103","GLOBAL CHANGE","NSSL CMS"
3345,"RP99TX104","CRP II","NSSL CMS"
3346,"CP99MI105","SAUGATUCK SERIES","NSSL CMS"
3347,"RP99MI106","SOIL QUALITY - MICHIGAN","NSSL CMS"
3348,"CP99IN108","PULASKI COUNTY","NSSL CMS"
3349,"RP99WI110","Z TO P DATA","NSSL CMS"
3350,"RP99PA111","SCAN SITE PA","NSSL CMS"
3351,"RP99KS112","NEMAHA COUNTY","NSSL CMS"
3352,"CP99MI113","MANISTEE & BENZIE COUNTIES","NSSL CMS"
3353,"CP99FN114","BOLIVIA","NSSL CMS"
3354,"RP99MI115","SOIL QUALITY","NSSL CMS"
3355,"CP99NY116","ALLEGANY COUNTY","NSSL CMS"
3356,"CP99CO117","MORGAN COUNTY","NSSL CMS"
3357,"RP99IL119","ILLINOIS LAGOON","NSSL CMS"
3358,"RP99GA120","TIFTON GA SCAN","NSSL CMS"
3359,"CP99UT121","ESCALANTE","NSSL CMS"
3360,"RP99KY122","SOIL QUALITY","NSSL CMS"
3361,"RP99MI123","SOIL QUALITY","NSSL CMS"
3362,"CP99MT124","BEAVERHEAD AND DEERLODGE COUNTIES","NSSL CMS"
3363,"RP99CT125","HARVARD FOREST","NSSL CMS"
3364,"CP99VA127","PATRICK COUNTY","NSSL CMS"
3365,"CP99NY128","HONEOYE SERIES","NSSL CMS"
3366,"RP99NE129","LOESS PALEOSOL","NSSL CMS"
3367,"RP99IL130","SOIL QUALITY","NSSL CMS"
3368,"RP99NL131","ADDITIONAL DATA","NSSL CMS"
3369,"RP99NL132","MINNESOTA SPODIC SOIL STUDY","NSSL CMS"
3370,"RP99NL133","ADDITIONAL ANALYSIS","NSSL CMS"
3371,"RP99NL134","ISE","NSSL CMS"
3372,"RP99NC135","SOIL QUALITY","NSSL CMS"
3373,"RP99OR136","TILLAMOOK","NSSL CMS"
3374,"RP99MT138","CRP II MONTANA","NSSL CMS"
3375,"RP99WI139","Z TO P DATA","NSSL CMS"
3376,"RP99OR140","TILLAMOOK","NSSL CMS"
3377,"CP99TX141","TEXAS-PALEOVERT (6199)","NSSL CMS"
3378,"RP99KS142","CARBON STUDY","NSSL CMS"
3379,"RP99NE143","TWIN LAKES","NSSL CMS"
3380,"RP99NM144","MCKINLEY COUNTY","NSSL CMS"
3381,"RP99IN148","FLOYD COUNTY","NSSL CMS"
3382,"RP99IL149","SOIL QUALITY","NSSL CMS"
3383,"RP99PA152","ROCK SPRINGS FARM","NSSL CMS"
3384,"RP99WY153","CAMPBELL COUNTY","NSSL CMS"
3385,"CP99IN154","PULASKI COUNTY","NSSL CMS"
3386,"CP99MN155","MINNESOTA HAMDEN SLOUGH","NSSL CMS"
3387,"RP99HI156","HAWAII","NSSL CMS"
3388,"CP99NM157","NEW MEXICO CHILES BMP","NSSL CMS"
3389,"CP99AK158","NSF-ALASKA","NSSL CMS"
3390,"CP99ID159","CLEARWATER","NSSL CMS"
3391,"RP99TX160","GLOBAL","NSSL CMS"
3392,"RP99MO161","GLOBAL","NSSL CMS"
3393,"CP99CT162","HARTFORD AND LITCHFIELD COUNTIES","NSSL CMS"
3394,"RP99CT163","HARVARD FOREST","NSSL CMS"
3395,"RP99NY164","NEW YORK CITY","NSSL CMS"
3396,"RP99HI165","HAWAII","NSSL CMS"
3397,"RP99NL166","HGM-1","NSSL CMS"
3398,"CP99OR167","LONG CREEK BLUES","NSSL CMS"
3399,"CP99NM168","NEW MEXICO BMP CHILES 2","NSSL CMS"
3400,"CP99KS169","PRATT AND SHERMAN COUNTIES","NSSL CMS"
3401,"RP99TX172","GLOBAL","NSSL CMS"
3402,"RP99IL173","SOIL QUALITY","NSSL CMS"
3403,"CP99NM174","SANTA FE COUNTY","NSSL CMS"
3404,"RP99CT176","LITCHFIELD COUNTY - BULK DENSITY","NSSL CMS"
3405,"CP99CO177","WELD COUNTY","NSSL CMS"
3406,"RP99MA179","HARVARD UNIVERSITY","NSSL CMS"
3407,"RP99MN181","MINNESOTA CRP II","NSSL CMS"
3408,"RP99NL182","HGM-2","NSSL CMS"
3409,"RP99MI183","JACKSON COUNTY","NSSL CMS"
3410,"RP99NL184","CORAL REEF","NSSL CMS"
3411,"RP99NE185","MEAD-CLODS","NSSL CMS"
3412,"RP99ND187","GLOBAL CHANGE","NSSL CMS"
3413,"CP99KS188","CHEYONNE,SALINE,TREG","NSSL CMS"
3414,"RP99TX189","LEE COUNTY","NSSL CMS"
3415,"CP99MS190","DELTA CLIMATE STUDY","NSSL CMS"
3416,"CP99AR191","MISSISSIPPI DELTA CLIMATE STUDY","NSSL CMS"
3417,"CP00NY001","NYC METALS","NSSL CMS"
3418,"RP00NL002","ISE","NSSL CMS"
3419,"CP00CO003","LOST DOG SCAN SITE","NSSL CMS"
3420,"RP00NM004","JICARILLA AREA SOIL STUDY","NSSL CMS"
3421,"CP00CA005","TAHOE","NSSL CMS"
3422,"RP00NL006","PSDA","NSSL CMS"
3423,"RP00NL007","ALPHA STANDARD","NSSL CMS"
3424,"CP00CO008","UTE MOUNTAIN COLORADO","NSSL CMS"
3425,"RP00FN009","HISTORICAL LAND QUALITY","NSSL CMS"
3426,"RP00ND010","SOIL QUALITY","NSSL CMS"
3427,"CP00KS011","SOUTHWEST KANSAS 22","NSSL CMS"
3428,"RP00KS012","SMOLAN","NSSL CMS"
3429,"RP00KS013","SOUTHWEST KANSAS 1","NSSL CMS"
3430,"CP00MD014","BALTIMORE LTER","NSSL CMS"
3431,"CP00MD015","ANNE ARUNDEL COUNTY","NSSL CMS"
3432,"RP00NE016","MEAD-ARS","NSSL CMS"
3433,"CP00IN017","PULASKI COUNTY","NSSL CMS"
3434,"RP00KS018","WABASH","NSSL CMS"
3435,"RP00KS019","KANSAS RIVER VALLEY","NSSL CMS"
3436,"CP00TX020","SANPAT AND ARANSAS COUNTIES","NSSL CMS"
3437,"CP00TX021","LOMAX BASIN","NSSL CMS"
3438,"CP00TX022","MLRA 77C","NSSL CMS"
3439,"CP00CO023","LAS ANIMAS COUNTY","NSSL CMS"
3440,"CP00DA024","DENMARK","NSSL CMS"
3441,"RP00AK025","PSDA-ALASKA","NSSL CMS"
3442,"CP00TX026","CHILDRESS COUNTY","NSSL CMS"
3443,"RP00OR027","SYCAN MARSH OREGON","NSSL CMS"
3444,"CP00IA028","DENSE TILL IOWA AND MINNESOTA","NSSL CMS"
3445,"RP00OH029","TOTAL-C-N-S-BRAY","NSSL CMS"
3446,"CP00MP030","NORTHERN MARIANA ISLAND","NSSL CMS"
3447,"RP00NM031","NEW MEXICO CHILES","NSSL CMS"
3448,"RP00MI032","ONTONAGON COUNTY","NSSL CMS"
3449,"RP00CO033","UTE MOUNTAIN","NSSL CMS"
3450,"CP00OK034","BEAVER AND TEXAS COUNTIES","NSSL CMS"
3451,"RP00CA035","WATERSHED MODEL","NSSL CMS"
3452,"CP00CA036","TAHOE BASIN SURVEY","NSSL CMS"
3453,"RP00ND037","ND-SOIL QUALITY","NSSL CMS"
3454,"CP00CT038","HARVARD FOREST STUDY","NSSL CMS"
3455,"RP00NM039","NEW MEXICO CHILES-WATER","NSSL CMS"
3456,"RP00ID040","SNAKE RIVER BASALT PHOSPHORUS STUDY","NSSL CMS"
3457,"RP00MI041","SOIL QUALITY","NSSL CMS"
3458,"RP00SM042","SML - WATER SAMPLES","NSSL CMS"
3459,"RP00IN043","LAGRANGE COUNTY","NSSL CMS"
3460,"RP00IL044","IPAVA-MOISTURE CURVE","NSSL CMS"
3461,"RP00MN045","GLOBAL CHANGE","NSSL CMS"
3462,"RP00NL046","LAB EXCHANGE","NSSL CMS"
3463,"RP00MI047","SOIL QUALITY","NSSL CMS"
3464,"RP00WY048","GLOBAL CHANGE","NSSL CMS"
3465,"CP00NC049","GSMNP - SMOKY MOUNTAIN PARK 1999","NSSL CMS"
3466,"RP00KS050","WABASH","NSSL CMS"
3467,"CP00NV051","FALLON NEVADA","NSSL CMS"
3468,"CP00NE052","CRP - UNIVERSITY OF NEBRASKA LINCOLN","NSSL CMS"
3469,"CP00TN053","HUMPHREYS COUNTY","NSSL CMS"
3470,"CP00NM054","SANTA FE COUNTY","NSSL CMS"
3471,"CP00MA055","BARNSTABLE COUNTY","NSSL CMS"
3472,"CP00MI056","ONTONAGON COUNTY","NSSL CMS"
3473,"CP00IN057","BENTON COUNTY","NSSL CMS"
3474,"RP00MI058","SOIL QUALITY","NSSL CMS"
3475,"RP00FN059","CHINA","NSSL CMS"
3476,"CP00MI060","OSCODA COUNTY","NSSL CMS"
3477,"RP00MP061","NORTHERN MARIANA ISLAND","NSSL CMS"
3478,"RP00NL062","ISE","NSSL CMS"
3479,"RP00NL063","HGM-3 WATER SAMPLES","NSSL CMS"
3480,"CP00CA064","TAHOE BASIN SURVEY","NSSL CMS"
3481,"CP00UT065","UTAH PHOSPHORUS STUDY","NSSL CMS"
3482,"CP00NM066","MCKINLEY COUNTY","NSSL CMS"
3483,"RP00MO067","NEW MADRID COUNTY","NSSL CMS"
3484,"CP00CA068","TAHOE SOIL SURVEY","NSSL CMS"
3486,"RP00VT070","ORLEANS COUNTY","NSSL CMS"
3487,"RP00NE071","WASHINGTON COUNTY","NSSL CMS"
3488,"RP00VA072","METADEKALB","NSSL CMS"
3489,"RP00ND073","NDPOM","NSSL CMS"
3490,"RP00FN074","SOIL CARBON","NSSL CMS"
3491,"CP00TX075","PALEOVERTISOL (2)","NSSL CMS"
3492,"CP00KS076","RENO COUNTY","NSSL CMS"
3493,"CP00KS077","MINE SPOILS","NSSL CMS"
3494,"CP00CO078","MORGAN COUNTY","NSSL CMS"
3495,"RP00GA079","PALIC-KANDIC STUDY","NSSL CMS"
3496,"CP00CA080","ALPINE COUNTY","NSSL CMS"
3497,"RP00ME081","PENOBSCOT COUNTY","NSSL CMS"
3498,"CP00MS082","SHARKEY","NSSL CMS"
3499,"CP00OR083","BENTON AND LINN COUNTY","NSSL CMS"
3500,"CP00NY084","NEW YORK CITY","NSSL CMS"
3501,"RP00CA085","RIVERSIDE CALIFORNIA","NSSL CMS"
3502,"RP00CO086","ARCHULETA COUNTY","NSSL CMS"
3503,"RP00AR087","PSDA","NSSL CMS"
3504,"RP00IL088","HENDERSON COUNTY","NSSL CMS"
3505,"RP00SD089","GLOBAL CHANGE","NSSL CMS"
3506,"CP00KS090","TREGO","NSSL CMS"
3507,"CP00TX091","DUVAL COUNTY","NSSL CMS"
3508,"RP00MT092","BIGHOLE AREA","NSSL CMS"
3509,"RP00AK093","ALASKA-FOREST SERVICE HISTISOL ASH STUDY","NSSL CMS"
3510,"CP00WV094","CLAYEY SOIL STUDY","NSSL CMS"
3511,"CP00MD095","ALLEGANY COUNTY","NSSL CMS"
3512,"RP00WA096","GIFFORD PINCHOT NATIONAL FOREST","NSSL CMS"
3513,"RP00NC097","HIWASSEE AND PINOKA COUNTIES","NSSL CMS"
3514,"RP00NE098","PSDA","NSSL CMS"
3515,"CP00OR099","WILLAMETTE VALLEY","NSSL CMS"
3516,"RP00IA100","SOIL QUALITY","NSSL CMS"
3517,"RP00IA101","SOIL QUALITY STUDY","NSSL CMS"
3518,"RP00IA102","SOIL QUALITY","NSSL CMS"
3519,"CP00MT103","GLOBAL CHANGE","NSSL CMS"
3520,"CP00NL104","MLRA 56","NSSL CMS"
3521,"RP00MI105","KEWEENAW COUNTY BULK DENSTY STUDY","NSSL CMS"
3522,"RP00MN106","ST LOUIS COUNTY BULK DENSITY STUDY","NSSL CMS"
3523,"RP00CA107","ALAMEDA COUNTY","NSSL CMS"
3524,"CP00NL108","HGM-4","NSSL CMS"
3525,"RP00SM109","SML PROP CANYON ST 1","NSSL CMS"
3526,"RP00SM110","SML BIG NEMAHA ST 4","NSSL CMS"
3527,"RP00MN111","ST LOUIS COUNTY","NSSL CMS"
3528,"RP00NJ112","NEW JERSEY CLAY MINERALOGY STUDY","NSSL CMS"
3529,"RP00IA113","SOIL QUALITY","NSSL CMS"
3530,"RP00MT114","BEAVERHEAD AND DEERLODGE COUNTIES","NSSL CMS"
3531,"RP00KS115","WABASH STUDY","NSSL CMS"
3532,"RP00NC116","S-280 CHERRY POINT","NSSL CMS"
3533,"RP00NC117","BUNCOMBE AND MADISON (PART-1/NC232)","NSSL CMS"
3534,"CP00TX118","NORTHERN TEXAS","NSSL CMS"
3535,"RP00VA119","SOIL QUALITY","NSSL CMS"
3536,"CP00ID120","CLIMATE STATION","NSSL CMS"
3537,"RP00IN121","BARTHOLOMEW COUNTY","NSSL CMS"
3538,"RP00IL122","SABLE SOILS","NSSL CMS"
3539,"RP00NL123","HGM-5 WATER SAMPLES","NSSL CMS"
3540,"RP00MO124","GARDEN PLOT","NSSL CMS"
3541,"CP00MT125","BEAVERHEAD DEERLODGE","NSSL CMS"
3543,"RP00NE127","ARBOR LAKE 2000","NSSL CMS"
3544,"RP00MA128","FRANKLIN COUNTY","NSSL CMS"
3545,"RP00KS129","GLOBAL CHANGE","NSSL CMS"
3546,"RP00IN130","BARTHOLOMEW COUNTY","NSSL CMS"
3547,"RP00KS131","KANSAS RIVER VALLEY","NSSL CMS"
3548,"CP00NV132","WASHOE COUNTY","NSSL CMS"
3549,"RP00ND133","SOIL QUALITY","NSSL CMS"
3550,"CP00CO134","WELD COUNTY","NSSL CMS"
3551,"RP00WI135","WISCONSIN","NSSL CMS"
3552,"RP00NE136","NEBRASKA BIOMASS STUDY","NSSL CMS"
3553,"RP00NE137","SOIL QUALITY","NSSL CMS"
3554,"RP00MA138","FRANKLIN COUNTY","NSSL CMS"
3555,"RP00SD139","GLOBAL CHANGE","NSSL CMS"
3556,"RP00KS140","WABASH","NSSL CMS"
3557,"CP00CA141","YOSEMITE NATIONAL PARK","NSSL CMS"
3558,"CP00WA142","SPOKANE COUNTY","NSSL CMS"
3559,"RP00TX143","GLOBAL CHANGE","NSSL CMS"
3560,"CP00GA144","TOWALIGA","NSSL CMS"
3561,"CP00HI145","HAWAII","NSSL CMS"
3562,"RP00NE146","SOIL QUALITY","NSSL CMS"
3563,"RP00IN147","WABASH COUNTY","NSSL CMS"
3564,"RP00IA148","GLOBAL CHANAGE","NSSL CMS"
3565,"CP00NL149","HGM 6","NSSL CMS"
3566,"CP00OR150","BENTON","NSSL CMS"
3567,"RP00NE151","NORDEN STUDY","NSSL CMS"
3568,"CP00NC152","NC SSSA 2001 TOUR","NSSL CMS"
3569,"RP00KY153","SOIL QUALITY","NSSL CMS"
3571,"CP00IN155","BRINE STUDY","NSSL CMS"
3572,"RP00NC156","CLAY MINERALOGY","NSSL CMS"
3573,"RP00IN157","BARTHOLOMEW COUNTY","NSSL CMS"
3574,"RP00LA158","GLOBAL CHANGE","NSSL CMS"
3575,"RP00IL159","PSDA - TRANSECT","NSSL CMS"
3576,"CP00TX160","TEXAS-PALEOVERT-3","NSSL CMS"
3577,"RP00MO161","HEAVY METALS","NSSL CMS"
3578,"CP00KS162","SALINE NEMAHA COUNTY","NSSL CMS"
3579,"CP00NY163","NEW YORK CITY","NSSL CMS"
3580,"CP00MI164","ALGER COUNTY","NSSL CMS"
3581,"CP00NL165","BASIS SOIL SURVEY CLASS","NSSL CMS"
3582,"CP00HI166","KAUAI AND HAWAII","NSSL CMS"
3583,"RP00NE167","DENTON","NSSL CMS"
3584,"CP00NL168","ISE-2000-3","NSSL CMS"
3585,"RP00NE169","PHOSPHORUS AND POTASSIUM STUDY","NSSL CMS"
3586,"RP00NC170","LLOYD & CECIL ASS. S","NSSL CMS"
3587,"RP00GA171","SOIL QUALITY CARBON","NSSL CMS"
3588,"RP00IL172","ILLINOIS SOIL CORES","NSSL CMS"
3589,"RP00TN173","TENNESSEE SAMPLES","NSSL CMS"
3590,"RP00NE174","MEAD BULK DENSITY STUDY","NSSL CMS"
3591,"RP00NL175","HGM-7 WATER SAMPLES","NSSL CMS"
3592,"RP00NE176","SALINE WETLAND","NSSL CMS"
3593,"RP00NL177","HGM-8","NSSL CMS"
3594,"RP00IN178","BARTHOLOMEW COUNTY","NSSL CMS"
3595,"CP00MD179","SALT MARSH","NSSL CMS"
3596,"RP00NE180","WHITEHEAD WETLAND","NSSL CMS"
3597,"RP00MT181","EMI MEASUREMENTS","NSSL CMS"
3598,"CP00VA182","CARBON STUDY","NSSL CMS"
3599,"CP00TX183","NORTHERN TEXAS","NSSL CMS"
3600,"CP00TX184","EAST TEXAS LIGNITE","NSSL CMS"
3601,"CP00MT185","FORT KEOGH","NSSL CMS"
